SourceFile,Time,GPSLatitude,GPSLongitude,GPSAltitude
dummies/IMG_0029.JPG,2025:09:17 10:34:10.953,14.643545,120.999002,0.0
dummies/IMG_0030.JPG,2025:09:17 10:34:11.156,14.643545,120.999002,0.0
dummies/IMG_0031.JPG,2025:09:17 10:34:11.357,14.643545,120.999002,0.0
dummies/IMG_0032.JPG,2025:09:17 10:34:28.755,14.643549,120.999005,0.0
dummies/IMG_0033.JPG,2025:09:17 10:34:28.956,14.643549,120.999005,0.0
dummies/IMG_0034.JPG,2025:09:17 10:34:29.157,14.643549,120.999006,0.0
dummies/IMG_0035.JPG,2025:09:17 10:34:29.358,14.643549,120.999005,0.0
dummies/IMG_0036.JPG,2025:09:17 10:34:29.567,14.643549,120.999005,0.0
dummies/IMG_0037.JPG,2025:09:17 10:34:29.768,14.643548,120.999006,0.0
dummies/IMG_0038.JPG,2025:09:17 10:34:29.970,14.643548,120.999006,0.0
dummies/IMG_0039.JPG,2025:09:17 10:34:30.185,14.643548,120.999006,0.0
dummies/IMG_0040.JPG,2025:09:17 10:34:30.391,14.643548,120.999006,0.0
dummies/IMG_0041.JPG,2025:09:17 10:34:30.592,14.643547,120.999006,0.0
dummies/IMG_0042.JPG,2025:09:17 10:34:30.802,14.643546,120.999007,0.0
dummies/IMG_0043.JPG,2025:09:17 10:34:31.3,14.643546,120.999006,0.0
dummies/IMG_0044.JPG,2025:09:17 10:34:31.213,14.643545,120.999007,0.0
dummies/IMG_0045.JPG,2025:09:17 10:34:31.418,14.643545,120.999007,0.0
dummies/IMG_0046.JPG,2025:09:17 10:34:31.627,14.643545,120.999007,0.0
dummies/IMG_0047.JPG,2025:09:17 10:34:31.833,14.643545,120.999007,0.0
dummies/IMG_0048.JPG,2025:09:17 10:34:32.34,14.643545,120.999007,0.0
dummies/IMG_0049.JPG,2025:09:17 10:34:32.238,14.643545,120.999008,0.0
dummies/IMG_0050.JPG,2025:09:17 10:34:32.441,14.643546,120.999008,0.0
dummies/IMG_0051.JPG,2025:09:17 10:34:32.650,14.643546,120.999008,0.0
dummies/IMG_0052.JPG,2025:09:17 10:34:32.853,14.643546,120.999007,0.0
dummies/IMG_0053.JPG,2025:09:17 10:34:33.54,14.643546,120.999007,0.0
dummies/IMG_0054.JPG,2025:09:17 10:34:33.260,14.643546,120.999007,0.0
dummies/IMG_0055.JPG,2025:09:17 10:34:33.465,14.643546,120.999007,0.0
dummies/IMG_0056.JPG,2025:09:17 10:34:33.681,14.643546,120.999007,0.0
dummies/IMG_0057.JPG,2025:09:17 10:34:33.882,14.643546,120.999007,0.0
dummies/IMG_0058.JPG,2025:09:17 10:34:34.84,14.643546,120.999007,0.0
dummies/IMG_0059.JPG,2025:09:17 10:34:34.293,14.643546,120.999007,0.0
dummies/IMG_0060.JPG,2025:09:17 10:34:34.494,14.643546,120.999007,0.0
dummies/IMG_0061.JPG,2025:09:17 10:34:34.695,14.643546,120.999006,0.0
dummies/IMG_0062.JPG,2025:09:17 10:34:34.898,14.643545,120.999007,0.0
dummies/IMG_0063.JPG,2025:09:17 10:34:35.100,14.643545,120.999008,0.0
dummies/IMG_0064.JPG,2025:09:17 10:34:35.303,14.643544,120.999009,0.0
dummies/IMG_0065.JPG,2025:09:17 10:34:35.513,14.643544,120.999009,0.0
dummies/IMG_0066.JPG,2025:09:17 10:34:35.719,14.643543,120.99901,0.0
dummies/IMG_0067.JPG,2025:09:17 10:34:35.921,14.643541,120.99901,0.0
dummies/IMG_0068.JPG,2025:09:17 10:34:36.128,14.64354,120.99901,0.0
dummies/IMG_0069.JPG,2025:09:17 10:34:36.336,14.643539,120.99901,0.0
dummies/IMG_0070.JPG,2025:09:17 10:34:36.537,14.643537,120.99901,0.0
dummies/IMG_0071.JPG,2025:09:17 10:34:36.742,14.643536,120.99901,0.0
dummies/IMG_0072.JPG,2025:09:17 10:34:36.950,14.643534,120.99901,0.0
dummies/IMG_0073.JPG,2025:09:17 10:34:37.151,14.643533,120.99901,0.0
dummies/IMG_0074.JPG,2025:09:17 10:34:37.355,14.643532,120.999011,0.0
dummies/IMG_0075.JPG,2025:09:17 10:34:37.556,14.643531,120.999013,0.0
dummies/IMG_0076.JPG,2025:09:17 10:34:37.757,14.643531,120.999013,0.0
dummies/IMG_0077.JPG,2025:09:17 10:34:37.958,14.64353,120.999015,0.0
dummies/IMG_0078.JPG,2025:09:17 10:34:38.167,14.643529,120.999016,0.0
dummies/IMG_0079.JPG,2025:09:17 10:34:38.368,14.643528,120.999018,0.0
dummies/IMG_0080.JPG,2025:09:17 10:34:38.569,14.643527,120.999019,0.0
dummies/IMG_0081.JPG,2025:09:17 10:34:38.771,14.643526,120.999019,0.0
dummies/IMG_0082.JPG,2025:09:17 10:34:38.986,14.643524,120.99902,0.0
dummies/IMG_0083.JPG,2025:09:17 10:34:39.187,14.643523,120.999021,0.0
dummies/IMG_0084.JPG,2025:09:17 10:34:39.388,14.643521,120.999022,0.0
dummies/IMG_0085.JPG,2025:09:17 10:34:39.589,14.64352,120.999024,0.0
dummies/IMG_0086.JPG,2025:09:17 10:34:39.792,14.643518,120.999026,0.0
dummies/IMG_0087.JPG,2025:09:17 10:34:39.993,14.643516,120.999028,0.0
dummies/IMG_0088.JPG,2025:09:17 10:34:40.195,14.643514,120.999031,0.0
dummies/IMG_0089.JPG,2025:09:17 10:34:40.396,14.643512,120.999033,0.0
dummies/IMG_0090.JPG,2025:09:17 10:34:40.600,14.64351,120.999034,0.0
dummies/IMG_0091.JPG,2025:09:17 10:34:40.806,14.643509,120.999035,0.0
dummies/IMG_0092.JPG,2025:09:17 10:34:41.7,14.643508,120.999037,0.0
dummies/IMG_0093.JPG,2025:09:17 10:34:41.208,14.643507,120.99904,0.0
dummies/IMG_0094.JPG,2025:09:17 10:34:41.410,14.643505,120.999044,0.0
dummies/IMG_0095.JPG,2025:09:17 10:34:41.618,14.643503,120.999046,0.0
dummies/IMG_0096.JPG,2025:09:17 10:34:41.819,14.643503,120.999045,0.0
dummies/IMG_0097.JPG,2025:09:17 10:34:42.26,14.643503,120.999045,0.0
dummies/IMG_0098.JPG,2025:09:17 10:34:42.240,14.643501,120.999048,0.0
dummies/IMG_0099.JPG,2025:09:17 10:34:42.441,14.6435,120.999052,0.0
dummies/IMG_0100.JPG,2025:09:17 10:34:42.642,14.643499,120.999054,0.0
dummies/IMG_0101.JPG,2025:09:17 10:34:42.850,14.643498,120.999056,0.0
dummies/IMG_0102.JPG,2025:09:17 10:34:43.54,14.643498,120.999058,0.0
dummies/IMG_0103.JPG,2025:09:17 10:34:43.257,14.643497,120.999057,0.0
dummies/IMG_0104.JPG,2025:09:17 10:34:43.464,14.643496,120.999059,0.0
dummies/IMG_0105.JPG,2025:09:17 10:34:43.665,14.643495,120.999062,0.0
dummies/IMG_0106.JPG,2025:09:17 10:34:43.875,14.643493,120.999064,0.0
dummies/IMG_0107.JPG,2025:09:17 10:34:44.89,14.643492,120.999065,0.0
dummies/IMG_0108.JPG,2025:09:17 10:34:44.290,14.643491,120.999067,0.0
dummies/IMG_0109.JPG,2025:09:17 10:34:44.491,14.64349,120.99907,0.0
dummies/IMG_0110.JPG,2025:09:17 10:34:44.698,14.643488,120.999072,0.0
dummies/IMG_0111.JPG,2025:09:17 10:34:44.899,14.643486,120.999074,0.0
dummies/IMG_0112.JPG,2025:09:17 10:34:45.100,14.643484,120.999073,0.0
dummies/IMG_0113.JPG,2025:09:17 10:34:45.305,14.643483,120.999073,0.0
dummies/IMG_0114.JPG,2025:09:17 10:34:45.510,14.643481,120.999073,0.0
dummies/IMG_0115.JPG,2025:09:17 10:34:45.712,14.64348,120.999074,0.0
dummies/IMG_0116.JPG,2025:09:17 10:34:45.914,14.643477,120.999075,0.0
dummies/IMG_0117.JPG,2025:09:17 10:34:46.120,14.643475,120.999077,0.0
dummies/IMG_0118.JPG,2025:09:17 10:34:46.328,14.643474,120.999078,0.0
dummies/IMG_0119.JPG,2025:09:17 10:34:46.537,14.643472,120.999079,0.0
dummies/IMG_0120.JPG,2025:09:17 10:34:46.740,14.64347,120.99908,0.0
dummies/IMG_0121.JPG,2025:09:17 10:34:46.941,14.643468,120.999081,0.0
dummies/IMG_0122.JPG,2025:09:17 10:34:47.147,14.643466,120.999082,0.0
dummies/IMG_0123.JPG,2025:09:17 10:34:47.360,14.643465,120.999084,0.0
dummies/IMG_0124.JPG,2025:09:17 10:34:47.564,14.643466,120.999085,0.0
dummies/IMG_0125.JPG,2025:09:17 10:34:47.777,14.643466,120.999088,0.0
dummies/IMG_0126.JPG,2025:09:17 10:34:47.987,14.643466,120.999089,0.0
dummies/IMG_0127.JPG,2025:09:17 10:34:48.194,14.643465,120.99909,0.0
dummies/IMG_0128.JPG,2025:09:17 10:34:48.403,14.643465,120.999091,0.0
dummies/IMG_0129.JPG,2025:09:17 10:34:48.605,14.643465,120.999093,0.0
dummies/IMG_0130.JPG,2025:09:17 10:34:48.813,14.643465,120.999095,0.0
dummies/IMG_0131.JPG,2025:09:17 10:34:49.22,14.643465,120.999098,0.0
dummies/IMG_0132.JPG,2025:09:17 10:34:49.223,14.643464,120.9991,0.0
dummies/IMG_0133.JPG,2025:09:17 10:34:49.429,14.643464,120.999102,0.0
dummies/IMG_0134.JPG,2025:09:17 10:34:49.632,14.643462,120.999107,0.0
dummies/IMG_0135.JPG,2025:09:17 10:34:49.834,14.643462,120.999111,0.0
dummies/IMG_0136.JPG,2025:09:17 10:34:50.35,14.643461,120.999114,0.0
dummies/IMG_0137.JPG,2025:09:17 10:34:50.238,14.643461,120.999116,0.0
dummies/IMG_0138.JPG,2025:09:17 10:34:50.440,14.643461,120.999119,0.0
dummies/IMG_0139.JPG,2025:09:17 10:34:50.648,14.643461,120.999121,0.0
dummies/IMG_0140.JPG,2025:09:17 10:34:50.853,14.64346,120.999123,0.0
dummies/IMG_0141.JPG,2025:09:17 10:34:51.63,14.64346,120.999125,0.0
dummies/IMG_0142.JPG,2025:09:17 10:34:51.269,14.64346,120.999126,0.0
dummies/IMG_0143.JPG,2025:09:17 10:34:51.470,14.64346,120.999129,0.0
dummies/IMG_0144.JPG,2025:09:17 10:34:51.671,14.643459,120.999131,0.0
dummies/IMG_0145.JPG,2025:09:17 10:34:51.873,14.643458,120.999132,0.0
dummies/IMG_0146.JPG,2025:09:17 10:34:52.81,14.643454,120.999136,0.0
dummies/IMG_0147.JPG,2025:09:17 10:34:52.284,14.643453,120.999138,0.0
dummies/IMG_0148.JPG,2025:09:17 10:34:52.495,14.643452,120.999137,0.0
dummies/IMG_0149.JPG,2025:09:17 10:34:52.700,14.643454,120.999135,0.0
dummies/IMG_0150.JPG,2025:09:17 10:34:52.907,14.643454,120.999134,0.0
dummies/IMG_0151.JPG,2025:09:17 10:34:53.110,14.643454,120.999134,0.0
dummies/IMG_0152.JPG,2025:09:17 10:34:53.311,14.643454,120.999133,0.0
dummies/IMG_0153.JPG,2025:09:17 10:34:53.514,14.643453,120.999134,0.0
dummies/IMG_0154.JPG,2025:09:17 10:34:53.716,14.643453,120.999138,0.0
dummies/IMG_0155.JPG,2025:09:17 10:34:53.923,14.643452,120.999141,0.0
dummies/IMG_0156.JPG,2025:09:17 10:34:54.124,14.643452,120.999141,0.0
dummies/IMG_0157.JPG,2025:09:17 10:34:54.328,14.643455,120.999139,0.0
dummies/IMG_0158.JPG,2025:09:17 10:34:54.536,14.643459,120.999141,0.0
dummies/IMG_0159.JPG,2025:09:17 10:34:54.737,14.643462,120.999143,0.0
dummies/IMG_0160.JPG,2025:09:17 10:34:54.940,14.643464,120.999143,0.0
dummies/IMG_0161.JPG,2025:09:17 10:34:55.142,14.643465,120.999144,0.0
dummies/IMG_0162.JPG,2025:09:17 10:34:55.348,14.643465,120.999144,0.0
dummies/IMG_0163.JPG,2025:09:17 10:34:55.549,14.643466,120.999144,0.0
dummies/IMG_0164.JPG,2025:09:17 10:34:55.750,14.643466,120.999145,0.0
dummies/IMG_0165.JPG,2025:09:17 10:34:55.951,14.643466,120.999144,0.0
dummies/IMG_0166.JPG,2025:09:17 10:34:56.155,14.643467,120.999144,0.0
dummies/IMG_0167.JPG,2025:09:17 10:34:56.362,14.643467,120.999144,0.0
dummies/IMG_0168.JPG,2025:09:17 10:34:56.563,14.643467,120.999144,0.0
dummies/IMG_0169.JPG,2025:09:17 10:34:56.764,14.643467,120.999145,0.0
dummies/IMG_0170.JPG,2025:09:17 10:34:56.967,14.643467,120.999145,0.0
dummies/IMG_0171.JPG,2025:09:17 10:34:57.168,14.643467,120.999145,0.0
dummies/IMG_0172.JPG,2025:09:17 10:34:57.379,14.643467,120.999145,0.0
dummies/IMG_0173.JPG,2025:09:17 10:34:57.580,14.643467,120.999145,0.0
dummies/IMG_0174.JPG,2025:09:17 10:34:57.783,14.643467,120.999146,0.0
dummies/IMG_0175.JPG,2025:09:17 10:34:57.998,14.643467,120.999146,0.0
dummies/IMG_0176.JPG,2025:09:17 10:34:58.203,14.643467,120.999146,0.0
dummies/IMG_0177.JPG,2025:09:17 10:34:58.409,14.643467,120.999146,0.0
dummies/IMG_0178.JPG,2025:09:17 10:34:58.610,14.643467,120.999146,0.0
dummies/IMG_0179.JPG,2025:09:17 10:34:58.812,14.643467,120.999146,0.0
dummies/IMG_0180.JPG,2025:09:17 10:34:59.15,14.643467,120.999146,0.0
dummies/IMG_0181.JPG,2025:09:17 10:34:59.222,14.643467,120.999146,0.0
dummies/IMG_0182.JPG,2025:09:17 10:34:59.424,14.643467,120.999146,0.0
dummies/IMG_0183.JPG,2025:09:17 10:34:59.626,14.643467,120.999146,0.0
dummies/IMG_0184.JPG,2025:09:17 10:34:59.830,14.643467,120.999146,0.0
dummies/IMG_0185.JPG,2025:09:17 10:35:00.44,14.643468,120.999146,0.0
dummies/IMG_0186.JPG,2025:09:17 10:35:00.248,14.643468,120.999146,0.0
dummies/IMG_0187.JPG,2025:09:17 10:35:00.456,14.643468,120.999146,0.0
dummies/IMG_0188.JPG,2025:09:17 10:35:00.657,14.643468,120.999146,0.0
dummies/IMG_0189.JPG,2025:09:17 10:35:00.858,14.643468,120.999146,0.0
dummies/IMG_0190.JPG,2025:09:17 10:35:01.59,14.643468,120.999146,0.0
dummies/IMG_0191.JPG,2025:09:17 10:35:01.260,14.643468,120.999146,0.0
dummies/IMG_0192.JPG,2025:09:17 10:35:01.469,14.643468,120.999146,0.0
dummies/IMG_0193.JPG,2025:09:17 10:35:01.678,14.643468,120.999146,0.0
dummies/IMG_0194.JPG,2025:09:17 10:35:01.881,14.643468,120.999146,0.0
dummies/IMG_0195.JPG,2025:09:17 10:35:02.82,14.643468,120.999146,0.0
dummies/IMG_0196.JPG,2025:09:17 10:35:02.293,14.643468,120.999146,0.0
dummies/IMG_0197.JPG,2025:09:17 10:35:02.500,14.643468,120.999146,0.0
dummies/IMG_0198.JPG,2025:09:17 10:35:02.703,14.643468,120.999146,0.0
dummies/IMG_0199.JPG,2025:09:17 10:35:02.904,14.643468,120.999146,0.0
dummies/IMG_0200.JPG,2025:09:17 10:35:03.109,14.643469,120.999146,0.0
dummies/IMG_0201.JPG,2025:09:17 10:35:03.315,14.643469,120.999146,0.0
dummies/IMG_0202.JPG,2025:09:17 10:35:03.516,14.643469,120.999146,0.0
dummies/IMG_0203.JPG,2025:09:17 10:35:03.717,14.643469,120.999146,0.0
dummies/IMG_0204.JPG,2025:09:17 10:35:03.918,14.643469,120.999146,0.0
dummies/IMG_0205.JPG,2025:09:17 10:35:04.119,14.643469,120.999146,0.0
dummies/IMG_0206.JPG,2025:09:17 10:35:04.320,14.643469,120.999146,0.0
dummies/IMG_0207.JPG,2025:09:17 10:35:04.529,14.643469,120.999146,0.0
dummies/IMG_0208.JPG,2025:09:17 10:35:04.732,14.643469,120.999146,0.0
dummies/IMG_0209.JPG,2025:09:17 10:35:04.935,14.643469,120.999146,0.0
dummies/IMG_0210.JPG,2025:09:17 10:35:05.149,14.643469,120.999146,0.0
dummies/IMG_0211.JPG,2025:09:17 10:35:05.353,14.643469,120.999146,0.0
dummies/IMG_0212.JPG,2025:09:17 10:35:05.556,14.643469,120.999146,0.0
dummies/IMG_0213.JPG,2025:09:17 10:35:05.760,14.643469,120.999146,0.0
dummies/IMG_0214.JPG,2025:09:17 10:35:05.964,14.643469,120.999146,0.0
dummies/IMG_0215.JPG,2025:09:17 10:35:06.167,14.643469,120.999146,0.0
dummies/IMG_0216.JPG,2025:09:17 10:35:06.378,14.643469,120.999146,0.0
dummies/IMG_0217.JPG,2025:09:17 10:35:06.579,14.643469,120.999146,0.0
dummies/IMG_0218.JPG,2025:09:17 10:35:06.784,14.643469,120.999146,0.0
dummies/IMG_0219.JPG,2025:09:17 10:35:06.998,14.64347,120.999146,0.0
dummies/IMG_0220.JPG,2025:09:17 10:35:07.199,14.64347,120.999146,0.0
dummies/IMG_0221.JPG,2025:09:17 10:35:07.400,14.64347,120.999146,0.0
dummies/IMG_0222.JPG,2025:09:17 10:35:07.601,14.64347,120.999146,0.0
dummies/IMG_0223.JPG,2025:09:17 10:35:07.810,14.64347,120.999146,0.0
dummies/IMG_0224.JPG,2025:09:17 10:35:08.12,14.64347,120.999146,0.0
dummies/IMG_0225.JPG,2025:09:17 10:35:08.213,14.64347,120.999146,0.0
dummies/IMG_0226.JPG,2025:09:17 10:35:08.414,14.64347,120.999146,0.0
dummies/IMG_0227.JPG,2025:09:17 10:35:08.615,14.64347,120.999146,0.0
dummies/IMG_0228.JPG,2025:09:17 10:35:08.824,14.64347,120.999146,0.0
dummies/IMG_0229.JPG,2025:09:17 10:35:09.28,14.64347,120.999146,0.0
dummies/IMG_0230.JPG,2025:09:17 10:35:09.235,14.64347,120.999146,0.0
dummies/IMG_0231.JPG,2025:09:17 10:35:09.436,14.64347,120.999146,0.0
dummies/IMG_0232.JPG,2025:09:17 10:35:09.637,14.64347,120.999146,0.0
dummies/IMG_0233.JPG,2025:09:17 10:35:09.840,14.64347,120.999146,0.0
dummies/IMG_0234.JPG,2025:09:17 10:35:10.51,14.64347,120.999146,0.0
dummies/IMG_0235.JPG,2025:09:17 10:35:10.255,14.64347,120.999146,0.0
dummies/IMG_0236.JPG,2025:09:17 10:35:10.456,14.64347,120.999146,0.0
dummies/IMG_0237.JPG,2025:09:17 10:35:10.667,14.64347,120.999146,0.0
dummies/IMG_0238.JPG,2025:09:17 10:35:10.870,14.64347,120.999146,0.0
dummies/IMG_0239.JPG,2025:09:17 10:35:11.78,14.64347,120.999146,0.0
dummies/IMG_0240.JPG,2025:09:17 10:35:11.294,14.64347,120.999146,0.0
dummies/IMG_0241.JPG,2025:09:17 10:35:11.502,14.643471,120.999146,0.0
dummies/IMG_0242.JPG,2025:09:17 10:35:11.716,14.643471,120.999146,0.0
dummies/IMG_0243.JPG,2025:09:17 10:35:11.928,14.643471,120.999146,0.0
dummies/IMG_0244.JPG,2025:09:17 10:35:12.130,14.643471,120.999146,0.0
dummies/IMG_0245.JPG,2025:09:17 10:35:12.331,14.643471,120.999146,0.0
dummies/IMG_0246.JPG,2025:09:17 10:35:12.540,14.643471,120.999146,0.0
dummies/IMG_0247.JPG,2025:09:17 10:35:12.743,14.643471,120.999146,0.0
dummies/IMG_0248.JPG,2025:09:17 10:35:12.944,14.643471,120.999146,0.0
dummies/IMG_0249.JPG,2025:09:17 10:35:13.154,14.643471,120.999146,0.0
dummies/IMG_0250.JPG,2025:09:17 10:35:13.355,14.643471,120.999146,0.0
dummies/IMG_0251.JPG,2025:09:17 10:35:13.560,14.643471,120.999146,0.0
dummies/IMG_0252.JPG,2025:09:17 10:35:13.767,14.643471,120.999146,0.0
dummies/IMG_0253.JPG,2025:09:17 10:35:13.970,14.643471,120.999146,0.0
dummies/IMG_0254.JPG,2025:09:17 10:35:14.176,14.643471,120.999146,0.0
dummies/IMG_0255.JPG,2025:09:17 10:35:14.379,14.643471,120.999146,0.0
dummies/IMG_0256.JPG,2025:09:17 10:35:14.580,14.643471,120.999146,0.0
dummies/IMG_0257.JPG,2025:09:17 10:35:14.782,14.643471,120.999146,0.0
dummies/IMG_0258.JPG,2025:09:17 10:35:14.983,14.643471,120.999146,0.0
dummies/IMG_0259.JPG,2025:09:17 10:35:15.184,14.643471,120.999146,0.0
dummies/IMG_0260.JPG,2025:09:17 10:35:15.387,14.643471,120.999146,0.0
dummies/IMG_0261.JPG,2025:09:17 10:35:15.592,14.643472,120.999146,0.0
dummies/IMG_0262.JPG,2025:09:17 10:35:15.793,14.643472,120.999146,0.0
dummies/IMG_0263.JPG,2025:09:17 10:35:16.3,14.643472,120.999146,0.0
dummies/IMG_0264.JPG,2025:09:17 10:35:16.214,14.643472,120.999146,0.0
dummies/IMG_0265.JPG,2025:09:17 10:35:16.415,14.643472,120.999146,0.0
dummies/IMG_0266.JPG,2025:09:17 10:35:16.619,14.643472,120.999146,0.0
dummies/IMG_0267.JPG,2025:09:17 10:35:16.828,14.643472,120.999146,0.0
dummies/IMG_0268.JPG,2025:09:17 10:35:17.37,14.643472,120.999146,0.0
dummies/IMG_0269.JPG,2025:09:17 10:35:17.248,14.643472,120.999146,0.0
dummies/IMG_0270.JPG,2025:09:17 10:35:17.450,14.643472,120.999146,0.0
dummies/IMG_0271.JPG,2025:09:17 10:35:17.653,14.643472,120.999146,0.0
dummies/IMG_0272.JPG,2025:09:17 10:35:17.855,14.643472,120.999146,0.0
dummies/IMG_0273.JPG,2025:09:17 10:35:18.61,14.643472,120.999146,0.0
dummies/IMG_0274.JPG,2025:09:17 10:35:18.265,14.643472,120.999146,0.0
dummies/IMG_0275.JPG,2025:09:17 10:35:18.467,14.643472,120.999146,0.0
dummies/IMG_0276.JPG,2025:09:17 10:35:18.682,14.643472,120.999146,0.0
dummies/IMG_0277.JPG,2025:09:17 10:35:18.884,14.643472,120.999146,0.0
dummies/IMG_0278.JPG,2025:09:17 10:35:19.85,14.643472,120.999146,0.0
dummies/IMG_0279.JPG,2025:09:17 10:35:19.294,14.643472,120.999146,0.0
dummies/IMG_0280.JPG,2025:09:17 10:35:19.495,14.643472,120.999146,0.0
dummies/IMG_0281.JPG,2025:09:17 10:35:19.696,14.643472,120.999146,0.0
dummies/IMG_0282.JPG,2025:09:17 10:35:19.897,14.643472,120.999146,0.0
dummies/IMG_0283.JPG,2025:09:17 10:35:20.98,14.643472,120.999146,0.0
dummies/IMG_0284.JPG,2025:09:17 10:35:20.299,14.643472,120.999146,0.0
dummies/IMG_0285.JPG,2025:09:17 10:35:20.508,14.643472,120.999146,0.0
dummies/IMG_0286.JPG,2025:09:17 10:35:20.711,14.643472,120.999146,0.0
dummies/IMG_0287.JPG,2025:09:17 10:35:20.920,14.643472,120.999146,0.0
dummies/IMG_0288.JPG,2025:09:17 10:35:21.123,14.643472,120.999146,0.0
dummies/IMG_0289.JPG,2025:09:17 10:35:21.324,14.643472,120.999146,0.0
dummies/IMG_0290.JPG,2025:09:17 10:35:21.526,14.643472,120.999146,0.0
dummies/IMG_0291.JPG,2025:09:17 10:35:21.727,14.643472,120.999146,0.0
dummies/IMG_0292.JPG,2025:09:17 10:35:21.933,14.643472,120.999146,0.0
dummies/IMG_0293.JPG,2025:09:17 10:35:22.135,14.643472,120.999146,0.0
dummies/IMG_0294.JPG,2025:09:17 10:35:22.340,14.643472,120.999146,0.0
dummies/IMG_0295.JPG,2025:09:17 10:35:22.553,14.643472,120.999146,0.0
dummies/IMG_0296.JPG,2025:09:17 10:35:22.758,14.643472,120.999146,0.0
dummies/IMG_0297.JPG,2025:09:17 10:35:22.966,14.643472,120.999146,0.0
dummies/IMG_0298.JPG,2025:09:17 10:35:23.167,14.643473,120.999146,0.0
dummies/IMG_0299.JPG,2025:09:17 10:35:23.368,14.643473,120.999146,0.0
dummies/IMG_0300.JPG,2025:09:17 10:35:23.570,14.643473,120.999146,0.0
dummies/IMG_0301.JPG,2025:09:17 10:35:23.771,14.643473,120.999146,0.0
dummies/IMG_0302.JPG,2025:09:17 10:35:23.980,14.643473,120.999146,0.0
dummies/IMG_0303.JPG,2025:09:17 10:35:24.188,14.643473,120.999146,0.0
dummies/IMG_0304.JPG,2025:09:17 10:35:24.393,14.643473,120.999146,0.0
dummies/IMG_0305.JPG,2025:09:17 10:35:24.602,14.643473,120.999146,0.0
dummies/IMG_0306.JPG,2025:09:17 10:35:24.803,14.643473,120.999146,0.0
dummies/IMG_0307.JPG,2025:09:17 10:35:25.4,14.643473,120.999146,0.0
dummies/IMG_0308.JPG,2025:09:17 10:35:25.205,14.643473,120.999146,0.0
dummies/IMG_0309.JPG,2025:09:17 10:35:25.414,14.643473,120.999146,0.0
dummies/IMG_0310.JPG,2025:09:17 10:35:25.616,14.643473,120.999146,0.0
dummies/IMG_0311.JPG,2025:09:17 10:35:25.817,14.643473,120.999146,0.0
dummies/IMG_0312.JPG,2025:09:17 10:35:26.19,14.643473,120.999146,0.0
dummies/IMG_0313.JPG,2025:09:17 10:35:26.229,14.643473,120.999146,0.0
dummies/IMG_0314.JPG,2025:09:17 10:35:26.430,14.643473,120.999146,0.0
dummies/IMG_0315.JPG,2025:09:17 10:35:26.632,14.643473,120.999146,0.0
dummies/IMG_0316.JPG,2025:09:17 10:35:26.839,14.643473,120.999146,0.0
